,director_name,imdb_score,movie_title
4110,Michael Landon Jr.,7.2,Love's Abiding Joy?
2826,Martin McDonagh,7.2,Seven Psychopaths?
4620,Mikel Rueda,7.2,Hidden Away?
1972,,7.2,The Powerpuff Girls?            
1835,John Madden,7.2,Shakespeare in Love?
462,Anthony Minghella,7.2,Cold Mountain?
3404,Nigel Cole,7.2,Made in Dagenham?
3403,Anna Boden,7.2,It's Kind of a Funny Story?
4565,Peter Cattaneo,7.2,The Full Monty?
3297,Tamara Jenkins,7.2,The Savages?
2845,Gil Junger,7.2,10 Things I Hate About You?
2857,Frank Darabont,7.2,The Mist?
4568,Don Coscarelli,7.2,Bubba Ho-Tep?
3027,Stephen Daldry,7.2,Trash?
1803,Nicholas Meyer,7.2,Star Trek VI: The Undiscovered Country?
443,Dean DeBlois,7.2,Lilo & Stitch?
4570,Marc Levin,7.2,Slam?
1398,Wilson Yip,7.2,Ip Man 3?
562,M. Night Shyamalan,7.2,Unbreakable?
3023,Joe Dante,7.2,Gremlins?
848,Antoine Fuqua,7.2,The Equalizer?
4571,Richard Dutcher,7.2,Brigham City?
4561,Courtney Hunt,7.2,Frozen River?
870,Paul King,7.2,Paddington?
4553,Ben Lewin,7.2,The Sessions?
1647,Lee Toland Krieger,7.2,The Age of Adaline?
1643,James Gartner,7.2,Glory Road?
3443,Joe Carnahan,7.2,Narc?
4663,Peter Sollett,7.2,Raising Victor Vargas?
4042,Max Mayer,7.2,Adam?
2768,Oliver Stone,7.2,Born on the Fourth of July?
764,Antoine Fuqua,7.2,Shooter?
582,Andrew Adamson,7.2,Shrek 2?
4411,Atom Egoyan,7.2,Exotica?
4650,C. Jay Cox,7.2,Latter Days?
3984,Peter Cattaneo,7.2,The Full Monty?
3034,David S. Ward,7.2,Major League?
2999,Takeshi Kitano,7.2,Brother?
1126,Roman Polanski,7.2,The Ghost Writer?
4549,Allan Dwan,7.2,Sands of Iwo Jima?
4072,Michel Gondry,7.2,Dave Chappelle's Block Party?
4001,George A. Romero,7.2,Day of the Dead?
1851,Lawrence Kasdan,7.2,Silverado?
4420,Henry Bean,7.2,The Believer?
3412,Edward Hall,7.2,Restless?
4550,Martin Scorsese,7.2,Shine a Light?
4662,Victor Nunez,7.2,Ruby in Paradise?
2717,Woody Allen,7.2,Whatever Works?
4393,Nadine Labaki,7.2,Caramel?
2422,Mike Nichols,7.2,Catch-22?
4943,Sai Varadan,7.2,An American in Hollywood?
3627,Billy Ray,7.2,Shattered Glass?
1184,John G. Avildsen,7.2,The Karate Kid?
1513,Martin Scorsese,7.2,The Age of Innocence?
4241,Robert Fontaine,7.2,Mi America?
117,Francis Lawrence,7.2,I Am Legend?
3772,Xavier Beauvois,7.2,Of Gods and Men?
2129,Mark Pellington,7.2,Arlington Road?
3618,Sofia Coppola,7.2,The Virgin Suicides?
126,Lana Wachowski,7.2,The Matrix Reloaded?
1195,Penny Marshall,7.2,A League of Their Own?
1066,Christopher Nolan,7.2,Insomnia?
1510,Tony Kaye,7.2,Black Water Transit?
4916,Nadia Tass,7.2,An American Girl Holiday?
1220,Angelina Jolie Pitt,7.2,Unbroken?
2435,Danny Boyle,7.2,Steve Jobs?
147,Wolfgang Petersen,7.2,Troy?
3130,David Cronenberg,7.2,The Dead Zone?
663,Angelina Jolie Pitt,7.2,Unbroken?
2463,D.J. Caruso,7.2,The Salton Sea?
4899,Maurizio Benazzo,7.2,Short Cut to Nirvana: Kumbh Mela?
1209,Nancy Meyers,7.2,The Intern?
2464,Nimr¨®d Antal,7.2,Metallica Through the Never?
279,Christopher Barnard,7.2,"10,000 B.C.?            "
154,Alessandro Carloni,7.2,Kung Fu Panda 3?
3802,Jaume Balaguer¨®,7.2,Sleep Tight?
2469,George A. Romero,7.2,Day of the Dead?
3598,John Carpenter,7.2,Escape from New York?
3212,Richard Kwietniowski,7.2,Owning Mahowny?
1176,Jean-Pierre Jeunet,7.2,Micmacs?
717,Martin Campbell,7.2,GoldenEye?
4270,Debra Granik,7.2,Winter's Bone?
3202,Chris Weitz,7.2,A Better Life?
15,Zack Snyder,7.2,Man of Steel?
2282,Matt Reeves,7.2,Let Me In?
3682,Aki Kaurism?ki,7.2,Le Havre?
3205,Douglas McGrath,7.2,Nicholas Nickleby?
25,Peter Jackson,7.2,King Kong?
3711,Richard Fleischer,7.2,"20,000 Leagues Under the Sea?"
2294,Kirk Jones,7.2,Everybody's Fine?
3724,Robert Duvall,7.2,The Apostle?
32,Shane Black,7.2,Iron Man 3?
2312,Michael Apted,7.2,Chasing Mavericks?
2207,Trey Parker,7.2,Team America: World Police?
4264,Chris Eyre,7.2,Smoke Signals?
3669,Hugh Hudson,7.2,Chariots of Fire?
45,James Wan,7.2,Furious 7?
1154,Phil Lord,7.2,21 Jump Street?
2342,,7.2,The Doombolt Chase?            
2351,Jonathan Jakubowicz,7.2,Hands of Stone?
1099,Melville Shavelson,7.2,"Yours, Mine and Ours?"
56,Mark Andrews,7.2,Brave?
2360,Wes Craven,7.2,Scream?
1095,John Lasseter,7.2,A Bug's Life?
3746,Barry Levinson,7.2,Diner?
1090,Thomas Carter,7.2,Coach Carter?
3648,Vic Sarin,7.2,A Shine of Rainbows?
3644,Greg Marcks,7.2,11:14?
1548,George Tillman Jr.,7.2,Men of Honor?
1575,Sydney Pollack,7.2,Out of Africa?
3791,Dennis Hopper,7.2,Out of the Blue?
3558,Alan Alda,7.2,The Four Seasons?
1594,Lee Daniels,7.2,Lee Daniels' The Butler?
1258,Oliver Stone,7.2,The Doors?
3563,Robert Wise,7.2,The Andromeda Strain?
2026,Todd Phillips,7.2,Old School?
3128,Francis Ford Coppola,7.2,The Outsiders?
1263,Mimi Leder,7.2,Pay It Forward?
2560,Woody Allen,7.2,Vicky Cristina Barcelona?
2564,Peter Kosminsky,7.2,White Oleander?
636,Alejandro Amen¨¢bar,7.2,Agora?
2569,Allen Coulter,7.2,Remember Me?
3544,Kim Nguyen,7.2,Two Lovers and a Bear?
2019,Sylvester Stallone,7.2,Rocky Balboa?
4815,Mor Loushy,7.2,Censored Voices?
2579,Russell Mulcahy,7.2,Highlander?
2580,Susanne Bier,7.2,Things We Lost in the Fire?
2002,Robert Towne,7.2,Without Limits?
3520,Rodrigo Garc¨ªa,7.2,Mother and Child?
4799,Jonathan Caouette,7.2,Tarnation?
4355,Jamal Hill,7.2,Brotherly Love?
4357,Sam Taylor-Johnson,7.2,Nowhere Boy?
1613,Alexander Payne,7.2,About Schmidt?
269,Len Wiseman,7.2,Live Free or Die Hard?
4765,Ol Parker,7.2,Now Is Good?
4370,Richard Brooks,7.2,Deadline - U.S.A.?
275,Ridley Scott,7.2,Kingdom of Heaven?
1619,Nicholas Stoller,7.2,Forgetting Sarah Marshall?
4764,William Gazecki,7.2,The Outrageous Sophie Tucker?
604,Steven Spielberg,7.2,War Horse?
3877,R. Balki,7.2,Paa?
1999,Roman Polanski,7.2,Carnage?
1585,Rob Marshall,7.2,Chicago?
3844,Amy Heckerling,7.2,Fast Times at Ridgemont High?
3581,Randal Kleiser,7.2,Grease?
3580,Kevin Smith,7.2,Mallrats?
2069,Neil Jordan,7.2,The End of the Affair?
181,Gore Verbinski,7.2,Rango?
1589,Jan de Bont,7.2,Speed?
2071,Paul Haggis,7.2,In the Valley of Elah?
2044,Richard Williams,7.2,The Princess and the Cobbler?
2049,Peter Jackson,7.2,King Kong?
3851,Carlos Saura,7.2,Tango?
4855,Justin Lin,7.2,Better Luck Tomorrow?
1248,Steven Spielberg,7.2,Amistad?
4894,Richard Fleischer,7.2,"20,000 Leagues Under the Sea?"
3572,Oren Moverman,7.2,The Messenger?
2507,Jason Moore,7.2,Pitch Perfect?
3837,Michel Leclerc,7.2,The Names of Love?
4847,Jerome Elston Scott,7.2,Anderson's Cross?
578,Jean-Jacques Annaud,7.1,Two Brothers?
3030,Jeff Tremaine,7.1,Jackass Number Two?
591,Renny Harlin,7.1,Die Hard 2?
2993,Peter Care,7.1,The Dangerous Lives of Altar Boys?
574,Sam Mendes,7.1,Jarhead?
598,Randall Wallace,7.1,We Were Soldiers?
4262,Jack Conway,7.1,Boom Town?
4302,Shane Meadows,7.1,24 7: Twenty Four Seven?
693,Baltasar Korm¨¢kur,7.1,Everest?
2990,Antonia Bird,7.1,Ravenous?
570,Peter Berg,7.1,The Kingdom?
4459,Robert M. Young,7.1,The Ballad of Gregorio Cortez?
2986,James Gray,7.1,Two Lovers?
1636,Richard LaGravenese,7.1,P.S. I Love You?
641,Ridley Scott,7.1,Body of Lies?
3148,Walter Hill,7.1,The Long Riders?
3158,Joel Edgerton,7.1,The Gift?
1555,Jean-Pierre Jeunet,7.1,The Young and Prodigious T.S. Spivet?
1553,Frank Marshall,7.1,Alive?
4324,Woody Allen,7.1,Bananas?
3055,Bill Condon,7.1,Kinsey?
4343,Tim Hunter,7.1,River's Edge?
3146,Ron Underwood,7.1,Tremors?
1668,Steven Soderbergh,7.1,Side Effects?
1667,Shane Acker,7.1,9?
4442,Nae Caranfil,7.1,Closer to the Moon?
4402,Adrienne Shelly,7.1,Waitress?
684,McG,7.1,We Are Marshall?
3036,Joel Schumacher,7.1,Phone Booth?
1125,Oliver Stone,7.1,Nixon?
540,Mike Nichols,7.1,Charlie Wilson's War?
1,Gore Verbinski,7.1,Pirates of the Caribbean: At World's End?
2458,Jonathan Teplitzky,7.1,The Railway Man?
2082,Bobby Farrelly,7.1,There's Something About Mary?
2080,Russell Crowe,7.1,The Water Diviner?
2079,Mel Brooks,7.1,Spaceballs?
4888,Nicolas Winding Refn,7.1,Bronson?
4887,Zoran Lisinac,7.1,Along the Roadside?
2056,David Twohy,7.1,Pitch Black?
2055,George Clooney,7.1,The Ides of March?
2536,Julian Jarrold,7.1,Becoming Jane?
2445,Istv¨¢n Szab¨®,7.1,Being Julia?
4833,Kelly Reichardt,7.1,Wendy and Lucy?
4830,Peter Hedges,7.1,Pieces of April?
225,Paul Greengrass,7.1,Jason Bourne?
2586,Dany Boon,7.1,Welcome to the Sticks?
2007,Guillaume Canet,7.1,Little White Lies?
4796,Richard Glatzer,7.1,Quincea?era?
4792,Jeremy Saulnier,7.1,Blue Ruin?
253,Roland Emmerich,7.1,The Patriot?
4905,Steven Soderbergh,7.1,Side Effects?
2421,Sean McNamara,7.1,Soul Surfer?
265,Shawn Levy,7.1,Real Steel?
2369,Lee Tamahori,7.1,The Devil's Double?
4,Doug Walker,7.1,Star Wars: Episode VII - The Force Awakens?            
2238,Henry Joost,7.1,Nerve?
2277,Phillip Noyce,7.1,The Quiet American?
2285,Stephen Frears,7.1,Mrs Henderson Presents?
2311,Richard Linklater,7.1,A Scanner Darkly?
5015,Richard Linklater,7.1,Slacker?
2330,Roger Spottiswoode,7.1,The Children of Huang Shi?
2172,Andrew Davis,7.1,Holes?
2167,Richard Linklater,7.1,School of Rock?
127,Alan Taylor,7.1,Thor: The Dark World?
2160,Jeff Tremaine,7.1,Jackass 3D?
4967,John Reinhardt,7.1,Open Secret?
2147,Tomas Alfredson,7.1,Tinker Tailor Soldier Spy?
2402,Terry Zwigoff,7.1,Bad Santa?
2144,Sam Mendes,7.1,Away We Go?
4940,Sara Newens,7.1,Top Spin?
112,Michael Bay,7.1,Transformers?
4935,Eric Bugbee,7.1,Heroes of Dirt?
4783,Hans Canosa,7.1,Conversations with Other Women?
274,Alex Proyas,7.1,"I, Robot?"
4480,Henry Hathaway,7.1,Niagara?
2925,John Badham,7.1,WarGames?
419,Sarah Smith,7.1,Arthur Christmas?
420,Martin Brest,7.1,Meet Joe Black?
428,Pete Travis,7.1,Dredd?
438,Brian De Palma,7.1,Mission: Impossible?
1810,Chris Weitz,7.1,About a Boy?
2882,Jim Sheridan,7.1,Brothers?
2883,Sidney Lumet,7.1,Find Me Guilty?
2886,Douglas McGrath,7.1,Infamous?
1752,Stephen Frears,7.1,Florence Foster Jenkins?
4632,Ralph Nelson,7.1,Charly?
1746,John Maybury,7.1,The Jacket?
2932,Josh Trank,7.1,Chronicle?
1740,George Clooney,7.1,Confessions of a Dangerous Mind?
4517,,7.1,Wolf Creek?            
4508,Michael Curtiz,7.1,The Charge of the Light Brigade?
1728,Bille August,7.1,The Color of Freedom?
4486,Jay Chandrasekhar,7.1,Super Troopers?
1716,Michael Radford,7.1,The Merchant of Venice?
1834,Judd Apatow,7.1,The 40-Year-Old Virgin?
4637,Sanjay Rawal,7.1,Food Chains?
1979,Neil Jordan,7.1,Michael Collins?
4689,David LaChapelle,7.1,Rize?
277,Ron Clements,7.1,The Princess and the Frog?
1974,Catherine Hardwicke,7.1,Lords of Dogtown?
2630,Barry Levinson,7.1,Wag the Dog?
4746,Molly Bernstein,7.1,Deceptive Practice: The Mysteries and Mentors of Ricky Jay?
2646,Jean-Marc Vall¨¦e,7.1,Wild?
4731,Brian Baugh,7.1,To Save a Life?
315,Ron Clements,7.1,Treasure Planet?
3192,Steven Soderbergh,7.1,The Limey?
2753,Tung-Shing Yee,7.1,Shinjuku Incident?
403,Kevin Lima,7.1,Enchanted?
370,Bryan Singer,7.1,Valkyrie?
373,Steven Spielberg,7.1,A.I. Artificial Intelligence?
2774,Lewis Gilbert,7.1,The Spy Who Loved Me?
4652,Tommy Oliver,7.1,1982?
1866,Mel Gibson,7.1,The Passion of the Christ?
4642,David Slade,7.1,Hard Candy?
402,Genndy Tartakovsky,7.1,Hotel Transylvania?
1852,Jim Sheridan,7.1,Brothers?
3187,Dan Fogelman,7.1,Danny Collins?
3005,Lajos Koltai,7.1,Fateless?
4188,Gus Van Sant,7.1,My Own Private Idaho?
3290,Danny Leiner,7.1,Harold & Kumar Go to White Castle?
1088,James Bobin,7.1,The Muppets?
1089,Stephen Norrington,7.1,Blade?
3655,Martin Koolhoven,7.1,Winter in Wartime?
4030,Justin Kerrigan,7.1,Human Traffic?
3659,Prachya Pinkaew,7.1,The Protector?
3922,Steven Shainberg,7.1,Secretary?
4195,Jake Schreier,7.1,Robot & Frank?
949,Cameron Crowe,7.1,We Bought a Zoo?
3497,Aaron Schneider,7.1,Get Low?
947,Brian Helgeland,7.1,Payback?
1505,Jean-Paul Rappeneau,7.1,The Horseman on the Roof?
773,Kevin Macdonald,7.1,State of Play?
3843,Mike Newell,7.1,Four Weddings and a Funeral?
1468,Peter Landesman,7.1,Concussion?
902,Don Bluth,7.1,Anastasia?
4097,Jill Sprecher,7.1,Thirteen Conversations About One Thing?
3850,Walter Lang,7.1,State Fair?
4197,James Ponsoldt,7.1,The Spectacular Now?
4161,Victor Nunez,7.1,Ulee's Gold?
3559,Brian De Palma,7.1,Dressed to Kill?
3892,Marc Forster,7.1,Monster's Ball?
4025,J.C. Chandor,7.1,Margin Call?
3347,John Sayles,7.1,Limbo?
3882,Richard Kwietniowski,7.1,Love and Death on Long Island?
1364,Paul Thomas Anderson,7.1,The Master?
733,Robert Schwentke,7.1,RED?
3526,Spencer Susser,7.1,Hesher?
4204,Reed Cowan,7.1,8: The Mormon Proposition?
3274,Lars von Trier,7.1,Melancholia?
3901,Lisa Cholodenko,7.1,The Kids Are All Right?
1246,Francis Ford Coppola,7.1,The Rainmaker?
3613,Brian Klugman,7.1,The Words?
4198,Randall Miller,7.1,Marilyn Hotchkiss' Ballroom Dancing and Charm School?
3937,Leos Carax,7.1,Holy Motors?
1330,Robert Schwentke,7.1,The Time Traveler's Wife?
1518,George Tillman Jr.,7.1,The Longest Ride?
3388,Nicole Holofcener,7.1,Enough Said?
3704,Joel Edgerton,7.1,The Gift?
928,George Nolfi,7.1,The Adjustment Bureau?
1522,Justin Chadwick,7.1,Mandela: Long Walk to Freedom?
1215,John Hamburg,7.1,"I Love You, Man?"
1122,Pete Travis,7.1,Dredd?
3787,Wes Anderson,7.1,Bottle Rocket?
3320,Julian Jarrold,7.1,Red Riding: In the Year of Our Lord 1974?
3708,Blake Edwards,7.1,The Return of the Pink Panther?
906,Clint Eastwood,7.1,Flags of Our Fathers?
3400,Fran?ois Ozon,7.1,8 Women?
936,J.J. Abrams,7.1,Super 8?
711,David Frankel,7.1,Marley & Me?
3675,Richard Eyre,7.1,Iris?
1045,David O. Russell,7.1,Three Kings?
939,Phil Lord,7.1,22 Jump Street?
1323,Peter Ho-Sun Chan,7.1,The Warlords?
3389,Will Gluck,7.1,Easy A?
3834,Shekar,7.1,Barfi?
3326,Jeremy Sims,7.1,Beneath Hill 60?
3978,Vincente Minnelli,7.1,The Pirate?
3727,Stephen Hopkins,7.1,Race?
3194,Terence Davies,7.1,The House of Mirth?
3784,Jeremy Saulnier,7.1,Green Room?
3376,,7.1,The Player?            
2963,Mark Neveldine,7.0,Crank?
4609,Wajahat Rauf,7.0,Karachi se Lahore?
4891,Jon Shear,7.0,Urbania?
1379,Nick Cassavetes,7.0,John Q?
3343,Jane Campion,7.0,Bright Star?
1381,Rawson Marshall Thurber,7.0,We're the Millers?
1254,Greg Mottola,7.0,Paul?
4446,Christopher McQuarrie,7.0,Jack Reacher?
3974,George Sidney,7.0,Annie Get Your Gun?
1333,Tim Burton,7.0,Frankenweenie?
4876,Jamin Winans,7.0,Ink?
1707,Lasse Hallstr?m,7.0,An Unfinished Life?
2988,Joon-ho Bong,7.0,The Host?
4862,Bill Plympton,7.0,I Married a Strange Person!?
363,Ben Stiller,7.0,Tropic Thunder?
2955,Franklin J. Schaffner,7.0,The Boys from Brazil?
2991,Jon Poll,7.0,Charlie Bartlett?
1697,Paul McGuigan,7.0,Wicker Park?
358,Carlos Saldanha,7.0,Ice Age: Dawn of the Dinosaurs?
2987,Fred Schepisi,7.0,Last Orders?
2969,Peter Webber,7.0,Girl with a Pearl Earring?
4166,Alex van Warmerdam,7.0,The Dress?
2977,Darnell Martin,7.0,Cadillac Records?
3459,Nicolas Winding Refn,7.0,The Neon Demon?
2733,Atom Egoyan,7.0,Felicia's Journey?
357,Phil Lord,7.0,Cloudy with a Chance of Meatballs?
1023,,7.0,Defiance?            
4167,Victor Fleming,7.0,A Guy Named Joe?
1444,,7.0,Hit the Floor?            
1719,Chris Noonan,7.0,Miss Potter?
3935,Mars Callahan,7.0,Poolhall Junkies?
4552,Andrew Steggall,7.0,Departure?
826,,7.0,Sex and the City?            
2918,Paul Weitz,7.0,American Pie?
473,Kelly Asbury,7.0,Spirit: Stallion of the Cimarron?
1973,Robert Redford,7.0,The Conspirator?
2915,William Dear,7.0,The Perfect Game?
441,Tim Burton,7.0,Batman Returns?
2689,Lone Scherfig,7.0,One Day?
1966,Brian Helgeland,7.0,Legend?
289,Michael Mann,7.0,Public Enemies?
3944,David Schwimmer,7.0,Trust?
2656,Juan Carlos Fresnadillo,7.0,28 Weeks Later?
3385,Erik Canuel,7.0,Bon Cop Bad Cop?
931,Seth MacFarlane,7.0,Ted?
3473,Jay Russell,7.0,My Dog Skip?
4567,Greg Berlanti,7.0,The Broken Hearts Club: A Romantic Comedy?
312,Zack Snyder,7.0,Legend of the Guardians: The Owls of Ga'Hoole?
838,Jay Roach,7.0,Meet the Parents?
4724,Pan Nalin,7.0,Faith Connections?
1790,Martin Scorsese,7.0,Kundun?
4576,Finn Taylor,7.0,Dream with the Fishes?
4715,William Gazecki,7.0,Crop Circles: Quest for Truth?
3382,Stephen Gaghan,7.0,Syriana?
477,Henry Jaglom,7.0,D¨¦j¨¤ Vu?
3496,Ethan Coen,7.0,A Serious Man?
3547,Arie Posin,7.0,The Chumscrubber?
485,Vincent Ward,7.0,What Dreams May Come?
2951,David Koepp,7.0,Stir of Echoes?
1273,Chris Columbus,7.0,Rent?
227,Ridley Scott,7.0,Prometheus?
4141,Kenneth Branagh,7.0,Cinderella?
4488,Claudia Sainte-Luce,7.0,The Amazing Catfish?
4677,Colin Trevorrow,7.0,Safety Not Guaranteed?
2573,Josef Rusnak,7.0,The Thirteenth Floor?
969,Stephen Gaghan,7.0,Syriana?
2584,Danny Boyle,7.0,Trance?
2081,Jerry Zucker,7.0,Ghost?
235,Joseph Kosinski,7.0,Oblivion?
4520,Guy Maddin,7.0,Dracula: Pages from a Virgin's Diary?
4811,Roger Nygard,7.0,Trekkies?
3522,Jean-Marie Poir¨¦,7.0,Les visiteurs?
2934,Terry Gilliam,7.0,Time Bandits?
1919,Craig Gillespie,7.0,Million Dollar Arm?
433,Guillermo del Toro,7.0,Hellboy II: The Golden Army?
3911,Wayne Kramer,7.0,The Cooler?
958,Jaume Collet-Serra,7.0,Non-Stop?
2704,Craig Brewer,7.0,Black Snake Moan?
4086,Patricia Cardoso,7.0,Real Women Have Curves?
336,Kenneth Branagh,7.0,Cinderella?
4539,Clive Barker,7.0,Hellraiser?
1325,Joon-ho Bong,7.0,Snowpiercer?
2093,Len Wiseman,7.0,Underworld?
1674,Carl Franklin,7.0,One True Thing?
2327,Angelo Pizzo,7.0,Courage?
2815,Neil Burger,7.0,The Lucky Ones?
4296,David Duchovny,7.0,House of D?
1155,Roger Michell,7.0,Notting Hill?
2189,Jaume Collet-Serra,7.0,Orphan?
1882,Matt Reeves,7.0,Cloverfield?
1156,Peter Lord,7.0,Chicken Run?
3229,Jake Scott,7.0,Welcome to the Rileys?
2349,Gnana Rajasekaran,7.0,Ramanujan?
46,Marc Forster,7.0,World War Z?
52,Guillermo del Toro,7.0,Pacific Rim?
1160,Joseph L. Mankiewicz,7.0,Cleopatra?
4221,George Sidney,7.0,Show Boat?
646,Rob Bowman,7.0,The X Files?
2169,Paul McGuigan,7.0,Wicker Park?
4656,Paul Andrew Williams,7.0,London to Brighton?
382,Tony Scott,7.0,Spy Game?
3104,Dennis Dugan,7.0,Happy Gilmore?
2375,Roger Donaldson,7.0,The Bounty?
4337,Richard Lester,7.0,A Funny Thing Happened on the Way to the Forum?
2084,John Lee Hancock,7.0,The Rookie?
3632,Michael Crichton,7.0,The Great Train Robbery?
4346,Rodrigo Cort¨¦s,7.0,Buried?
3100,Martin Scorsese,7.0,The Color of Money?
384,Carlos Saldanha,7.0,Rio?
724,F. Gary Gray,7.0,The Italian Job?
3253,Vic Sarin,7.0,Partition?
4239,Larry Clark,7.0,Bully?
2247,Richard Donner,7.0,Ladyhawke?
2799,Emilio Estevez,7.0,Bobby?
2241,,7.0,Yu-Gi-Oh! Duel Monsters?            
4260,Alex Kendrick,7.0,Courageous?
1129,Yimou Zhang,7.0,Curse of the Golden Flower?
5033,Shane Carruth,7.0,Primer?
1543,Richard Donner,7.0,Scrooged?
2226,Edgar Wright,7.0,The World's End?
21,Marc Webb,7.0,The Amazing Spider-Man?
3163,Tim Burton,7.0,Big Eyes?
29,Colin Trevorrow,7.0,Jurassic World?
3994,Jack Smight,7.0,Harper?
3159,Jim Hanon,7.0,End of the Spear?
2299,Bob Fosse,7.0,Sweet Charity?
4272,Henry King,7.0,Alexander's Ragtime Band?
4277,David Ayer,7.0,Harsh Times?
3155,Simon Curtis,7.0,My Week with Marilyn?
720,Brenda Chapman,7.0,The Prince of Egypt?
1149,Louis Leterrier,7.0,Unleashed?
2316,J.C. Chandor,7.0,A Most Violent Year?
5013,Eric Eason,7.0,Manito?
2318,Marc Abraham,7.0,Flash of Genius?
2319,Todd Haynes,7.0,I'm Not There.?
2159,Penelope Spheeris,7.0,Wayne's World?
1602,Stephen Hillenburg,7.0,The SpongeBob SquarePants Movie?
80,Jon Favreau,7.0,Iron Man 2?
1653,Drew Goddard,7.0,The Cabin in the Woods?
4405,Larry Clark,7.0,Kids?
130,Kenneth Branagh,7.0,Thor?
82,Robert Stromberg,7.0,Maleficent?
3281,Terence Young,7.0,Thunderball?
3611,Ed Harris,7.0,Pollock?
3781,Michael Cuesta,7.0,Kill the Messenger?
3782,John Cameron Mitchell,7.0,Rabbit Hole?
752,Chris Butler,7.0,ParaNorman?
2448,Michael Hoffman,7.0,The Last Station?
1839,Andy Tennant,7.0,Ever After: A Cinderella Story?
1838,David Gordon Green,7.0,Pineapple Express?
1371,Ethan Coen,7.0,Burn After Reading?
3778,Jake Kasdan,7.0,Zero Effect?
1204,Nora Ephron,7.0,Julie & Julia?
905,Scott Cooper,7.0,Black Mass?
3291,Rod Lurie,7.0,The Contender?
3292,Ben Younger,7.0,Boiler Room?
1796,Judd Apatow,7.0,Knocked Up?
1054,Steven Soderbergh,7.0,Out of Sight?
4192,Alison Maclean,7.0,Jesus' Son?
3300,Burr Steers,7.0,Igby Goes Down?
4895,George Miller,7.0,Mad Max?
3308,Todd Haynes,7.0,Velvet Goldmine?
4018,Charles Ferguson,7.0,Time to Choose?
4926,Mike Cahill,7.0,Another Earth?
4631,Danny Boyle,7.0,Trance?
4929,Ken Roht,7.0,Perfect Cowboy?
611,Jean-Jacques Annaud,7.0,Seven Years in Tibet?
4962,Larry Blamire,7.0,The Lost Skeleton of Cadavra?
1177,Curtis Hanson,7.0,8 Mile?
4959,Robert Townsend,7.0,Hollywood Shuffle?
3631,Jonathan Levine,7.0,The Wackness?
4369,Ted Post,7.0,Hang 'Em High?
2403,Jay Roach,7.0,Austin Powers: International Man of Mystery?
4950,David Hewlett,7.0,A Dog's Breakfast?
4949,David Hewlett,7.0,A Dog's Breakfast?
2409,Mark Waters,7.0,Mean Girls?
4007,Andr¨¦ ?vredal,7.0,Trollhunter?
320,Ron Howard,7.0,In the Heart of the Sea?
3763,Jay Levey,7.0,UHF?
3619,Mark Herman,7.0,Little Voice?
4938,Dena Seidel,7.0,Antarctic Edge: 70¡ã South?
3764,Nicholaus Goossen,7.0,Grandma's Boy?
739,Christopher McQuarrie,7.0,Jack Reacher?
3189,Luca Guadagnino,7.0,I Am Love?
2792,Franco Zeffirelli,6.9,Tea with Mussolini?
390,John Milius,6.9,Conan the Barbarian?
334,Bibo Bergeron,6.9,The Road to El Dorado?
4676,Matt Maiellaro,6.9,Aqua Teen Hunger Force Colon Movie Film for Theaters?
322,Paul Greengrass,6.9,Green Zone?
380,Jon M. Chu,6.9,Now You See Me 2?
2738,Gregor Jordan,6.9,Buffalo Soldiers?
4660,Justin Molotnikov,6.9,Crying with Laughter?
2690,Drew Barrymore,6.9,Whip It?
3449,Claude Miller,6.9,Alias Betty?
2769,Jon Turteltaub,6.9,Cool Runnings?
3981,Jaume Collet-Serra,6.9,Unknown?
1345,Francis Lawrence,6.9,Water for Elephants?
2709,Oliver Parker,6.9,The Importance of Being Earnest?
2764,Garry Marshall,6.9,Pretty Woman?
3446,Russell Holt,6.9,The Work and the Glory?
3980,Nicholas Hytner,6.9,The History Boys?
2763,Adrian Lyne,6.9,Fatal Attraction?
3979,Dagur K¨¢ri,6.9,The Good Heart?
1321,Richard Shepard,6.9,The Hunting Party?
2105,Michael Bay,6.9,The Island?
1179,Brian Helgeland,6.9,A Knight's Tale?
1082,Phillip Noyce,6.9,Patriot Games?
3758,Brian Dannelly,6.9,Saved!?
3770,Ronan Chapalain,6.9,Sea Rex 3D: Journey to a Prehistoric World?
131,Byron Howard,6.9,Bolt?
141,J.J. Abrams,6.9,Mission: Impossible III?
2104,Kevin Smith,6.9,Jay and Silent Bob Strike Back?
929,Kevin Reynolds,6.9,Robin Hood: Prince of Thieves?
2450,Jason Reitman,6.9,Labor Day?
146,Rob Minkoff,6.9,Mr. Peabody & Sherman?
148,Eric Darnell,6.9,Madagascar 3: Europe's Most Wanted?
4903,Sherman Alexie,6.9,The Business of Fancydancing?
1041,Neill Blomkamp,6.9,Chappie?
3596,King Vidor,6.9,Duel in the Sun?
2392,Chuck Russell,6.9,The Mask?
73,David Ayer,6.9,Suicide Squad?
2166,D.J. Caruso,6.9,Disturbia?
3749,Christine Jeffs,6.9,Sunshine Cleaning?
64,Andrew Adamson,6.9,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe?"
2334,Katsuhiro ?tomo,6.9,Steamboy?
2193,John Milius,6.9,Conan the Barbarian?
3663,John Sayles,6.9,Sunshine State?
5005,Andrew Bujalski,6.9,Mutual Appreciation?
